name,category,city,phone,rating,reviews_count,website,opportunity_score,estimated_ltv,recommended_pitch,tier
Adornz Makeover,Make-up Artist,Ernakulam,919995085777.0,5.0,7.0,,78,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Rechu Sajee Makeup Artist,Make-up Artist,Kochi,919746123472.0,5.0,38.0,,85,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
MATRIX PRO AUDIOS,Audiovisual Equipment Rental Service,Chirakkara,918086135856.0,5.0,0.0,,78,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
DJ Pepe Groove Hub,DJ Service,Anakkara,,5.0,0.0,,68,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Pranavam Events & Catering Services,Event Management Company,Oachira,919072290902.0,5.0,0.0,,78,780000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Dj Shiju Chekzz,DJ Service,Alappuzha,918921496197.0,5.0,0.0,,78,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
DJ MIX O MATIC & DJ FREAKY TRIGGER,DJ Service,Thiruvananthapuram,919744878254.0,5.0,0.0,,80,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Foam Fusions,Event Planner,Thiruvananthapuram,916238991474.0,5.0,0.0,,80,975000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Dj Gowshick ( DJ GEE),DJ Service,,918838582343.0,5.0,0.0,,78,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
KL 01 - Groove Depot Entertainments,DJ Service,,918129200694.0,5.0,0.0,,78,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Dj Vimal,DJ Service,,918015992748.0,5.0,0.0,,78,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
LA-EVENTA,Event Planner,Thiruvananthapuram,,5.0,0.0,,70,975000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Gora Entertainments & Event Management,Event Management Company,,917904896177.0,5.0,0.0,,78,780000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Narmadha Makeup Academy,Make-up Artist,Thiruvananthapuram,916301065660.0,5.0,26.0,,85,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Glam Gallery By Alfizz Freelance Makeup Artist,Make-up Artist,Thiruvananthapuram,,5.0,0.0,,70,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Makeover By Beegum Yazna,Make-up Artist,Thiruvananthapuram,,5.0,33.0,,75,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
HARPER AND DOTTIE MAKEOVER,Make-up Artist,Thiruvananthapuram,918714154687.0,5.0,19.0,,80,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
SHERIN MAKEUP STUDIO AND SALON,Make-up Artist,Thiruvananthapuram,917736488502.0,5.0,21.0,,85,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
DJ Shaju Nagercoil,DJ Service,,919360518979.0,5.0,0.0,,78,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Thiricharivukal,DJ Service,,919947398454.0,5.0,0.0,,78,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
"Dj Kings Events Sound,lights, Truss",Event Management Company,,918220022545.0,5.0,0.0,,78,780000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Ad Creations Pro Stage Solutions,DJ Service,,917511131925.0,5.0,0.0,,78,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Dream Makers Wedding Factory,Event Management Company,Poovar,919746909549.0,5.0,0.0,,78,780000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
M. K Sounds,Event Management Company,Aluva,919846005058.0,5.0,0.0,,78,780000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Dj Craftsmankochi,DJ Service,Kochi,,5.0,0.0,,70,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Dj Artist,DJ Service,,,5.0,0.0,,68,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
DJ AKHEEN,DJ Service,Kochi,917736280853.0,5.0,0.0,,80,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Saroja Celebrity Makeup Artist,Make-up Artist,Thrissur,918075765927.0,5.0,3.0,,80,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Priyas Simple Ladies Beauty Parlour,Beauty Parlour,Peramangalam,919961122377.0,5.0,28.0,,83,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
"Thatha's Makeupstudio ""തത്താസ് """,Make-up Artist,Thrissur,919544336326.0,5.0,21.0,,85,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
HER DAY BRIDAL MAKEUP STUDIO,Beauty Parlour,Thrissur,917034443203.0,5.0,4.0,,80,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Pearl Makeup Studio,Make-up Artist,Thrissur,919744527173.0,5.0,8.0,,80,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Makeover By Sruthi Sreekanth,Make-up Artist,Thrissur,919961343944.0,5.0,5.0,,80,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
MAKEOVER BY RUBEENA HUSSAIN,Make-up Artist,Thrissur,917736572124.0,5.0,41.0,,85,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Makeover Trivandrum - Skin By N,Make-up Artist,Thiruvananthapuram,,5.0,11.0,,70,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
NEXUS MAKEOVER STUDIO,Make-up Artist,Thiruvananthapuram,919562445974.0,5.0,28.0,,85,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Karthika Nitheesh Bridal Makeover Studio,Beauty Parlour,Thiruvananthapuram,,5.0,2.0,,70,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Moonlights Entertainments,Event Management Company,Ernakulam,918113024377.0,5.0,0.0,,78,780000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Basspecies,DJ Service,Kochi,919539032230.0,5.0,0.0,,80,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
DVS Pro Audo,Audiovisual Equipment Rental Service,,919895505567.0,5.0,0.0,,78,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Events 4 U,Event Planner,Kochi,,5.0,0.0,,70,975000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Beyond The Scene,Event Planner,Kakkanad,,5.0,0.0,,68,975000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Eventknotix,Event Management Company,Kochi,,5.0,0.0,,70,780000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
DJ SREENI,DJ Service,Kochi,918129776940.0,5.0,0.0,,80,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
DJ AZWI,DJ Service,,,5.0,0.0,,68,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
L4 MAKEUP Studio,Beauty Parlour,Thrissur,919497647712.0,5.0,3.0,,80,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
