name,category,city,phone,rating,reviews_count,website,opportunity_score,estimated_ltv,recommended_pitch,tier
"OCTOPUS CATERERS & EVENTS IRINJALAKUDA , KALLETTUMKARA",Caterer,Kalletumkara,917034755444.0,4.4,65.0,http://octopuscaterers.com/,38,120000,"Compete with top vendors - upgrade your digital presence. With 65 reviews, you're ready to scale!",Tier 2 - Growth
St Martin Wedding Planners,Event Management Company,Thodupuzha,919605231796.0,4.2,54.0,https://www.stmartinweddingplanners.com/,38,480000,"Compete with top vendors - upgrade your digital presence. With 54 reviews, you're ready to scale!",Tier 2 - Growth
Sharafiya Caterers & Event Management,Event Management Company,Kottayam,919847034593.0,4.4,55.0,http://www.sharafiyacaters.com/,38,480000,"Compete with top vendors - upgrade your digital presence. With 55 reviews, you're ready to scale!",Tier 2 - Growth
Delicious Caterers,Caterer,Irinjalakuda,919947844157.0,4.0,90.0,http://www.deliciouscaters.com/index.php,38,120000,"Compete with top vendors - upgrade your digital presence. With 90 reviews, you're ready to scale!",Tier 2 - Growth
COMB UNISEX SALON,Beauty Parlour,Alappuzha,917558886299.0,4.1,69.0,https://g.page/comb-saloon-spa,38,60000,"Compete with top vendors - upgrade your digital presence. With 69 reviews, you're ready to scale!",Tier 2 - Growth
Vagoos Glam Zone,Hair Salon,Alappuzha,918714309801.0,4.4,98.0,https://blackkingdom.in/business/index.php?id=871,38,60000,"Compete with top vendors - upgrade your digital presence. With 98 reviews, you're ready to scale!",Tier 2 - Growth
Heaven’s Gents Herbal Beauty Parlour,Beauty Parlour,Alappuzha,919061332663.0,4.0,58.0,https://heavensbeautyparlour.com/,38,60000,"Compete with top vendors - upgrade your digital presence. With 58 reviews, you're ready to scale!",Tier 2 - Growth
Hevans Beauty Parlour And Tattoo Studio,Beauty Parlour,Alappuzha,917533859275.0,4.1,87.0,https://blackkingdom.in/business/index.php?id=873,38,60000,"Compete with top vendors - upgrade your digital presence. With 87 reviews, you're ready to scale!",Tier 2 - Growth
Geethas Residency,,,919188016436.0,4.1,58.0,http://www.geethasresidency.com/,38,60000,"Compete with top vendors - upgrade your digital presence. With 58 reviews, you're ready to scale!",Tier 2 - Growth
Nakshathra Hair Beauty Makeup,Beauty Parlour,Ottapalam,919446385185.0,4.4,90.0,https://nakshathra-hair-beaty-makeup.my.canva.site/,38,60000,"Compete with top vendors - upgrade your digital presence. With 90 reviews, you're ready to scale!",Tier 2 - Growth
Peppe Ads,Wedding Photographer,Sultan Bathery,917025546576.0,4.0,68.0,http://www.peppeads.com/,38,180000,"Compete with top vendors - upgrade your digital presence. With 68 reviews, you're ready to scale!",Tier 2 - Growth
Traditional Art And Crafts,Handicrafts Wholesaler,Guruvayur,918042757263.0,4.1,73.0,https://www.traditionalartandcrafts.com/,38,60000,"Compete with top vendors - upgrade your digital presence. With 73 reviews, you're ready to scale!",Tier 2 - Growth
NASH MAKEOVER STUDIO,Make-up Artist,Tirur,919744541000.0,4.1,81.0,https://nashmakeoverstudiotirur.dialndial.com/,38,60000,"Compete with top vendors - upgrade your digital presence. With 81 reviews, you're ready to scale!",Tier 2 - Growth
Kerala Wedding Planners,Wedding Planner,Kochi,918943906399.0,4.4,44.0,https://weddingplannerskerala.com/,35,600000,"Compete with top vendors - upgrade your digital presence. With 44 reviews, you're ready to scale!",Tier 2 - Growth
ANEZ ANZARE Make-up Studio Trivandrum,Cosmetics Store,Thiruvananthapuram,919633941672.0,4.0,49.0,http://www.anezanzare.com/keralas-best-cosmetic-shop.html,35,60000,"Compete with top vendors - upgrade your digital presence. With 49 reviews, you're ready to scale!",Tier 2 - Growth
Vogue Beauty Parlour,Beauty Parlour,Kozhikode,919645536297.0,4.1,31.0,https://voguebeautyparlour.com/,35,60000,"Compete with top vendors - upgrade your digital presence. With 31 reviews, you're ready to scale!",Tier 2 - Growth
Modern Catering Kolazhy,Caterer,Thrissur,919447268441.0,4.3,42.0,http://www.moderncateringkolazhy.com/,35,120000,"Compete with top vendors - upgrade your digital presence. With 42 reviews, you're ready to scale!",Tier 2 - Growth
Jacob’s Catering,Caterer,Thrissur,919847551808.0,4.2,25.0,https://www.canva.com/design/DAFIJ4-c11Q/13Qqrjz_927FRbfJQ-DQFw/view,35,120000,"Compete with top vendors - upgrade your digital presence. With 25 reviews, you're ready to scale!",Tier 2 - Growth
Rose Food Catering,Caterer,Thrissur,919605060022.0,4.1,46.0,https://www.rosefoodcatering.com/,35,120000,"Compete with top vendors - upgrade your digital presence. With 46 reviews, you're ready to scale!",Tier 2 - Growth
"Kalyani's Events And Catering Services - Catering Services In Thrissur, Event Managament Services",Caterer,Thrissur,918075906959.0,4.4,42.0,https://kalyanisevents.com/,35,120000,"Compete with top vendors - upgrade your digital presence. With 42 reviews, you're ready to scale!",Tier 2 - Growth
DIMORA CONVENTION CENTRE,Banquet Hall,Kozhikode,919288020902.0,4.3,37.0,https://www.thedimorahotels.com/dimora-kozhikode/,35,360000,"Compete with top vendors - upgrade your digital presence. With 37 reviews, you're ready to scale!",Tier 2 - Growth
Infinity Events & Weddings,Event Planner,Thiruvananthapuram,919847069665.0,4.3,43.0,http://www.eventinfinity.com/,35,600000,"Compete with top vendors - upgrade your digital presence. With 43 reviews, you're ready to scale!",Tier 2 - Growth
City Catering,Caterer,Pananchery,919447712050.0,4.1,24.0,http://www.ycityewc.com/,33,120000,"Compete with top vendors - upgrade your digital presence. With 24 reviews, you're ready to scale!",Tier 2 - Growth
Vishnu Inn - Wedding Halls,Wedding Venue,Guruvayur,918589003252.0,4.1,25.0,https://www.vishnuinn.com/,33,360000,"Compete with top vendors - upgrade your digital presence. With 25 reviews, you're ready to scale!",Tier 2 - Growth
"Malabar Catering, Decorations, Thopramkudy",Restaurant Supply Store,Idukki Twp,919747974697.0,4.4,29.0,http://idukkidirectory.com/malabar-catering-decorations-thopramkudy-1712.html,33,60000,"Compete with top vendors - upgrade your digital presence. With 29 reviews, you're ready to scale!",Tier 2 - Growth
Vijils Bridal Makeover Studio,Make-up Artist,Kannur,919544021828.0,4.3,47.0,http://www.vijilsmakeover.com/,33,60000,"Compete with top vendors - upgrade your digital presence. With 47 reviews, you're ready to scale!",Tier 2 - Growth
In Style Beauty Parlour,Beauty Parlour,Alappuzha,919895755058.0,4.4,24.0,https://blackkingdom.in/business/index.php?id=876,33,60000,"Compete with top vendors - upgrade your digital presence. With 24 reviews, you're ready to scale!",Tier 2 - Growth
Yosha Beauty Parlour,Beauty Parlour,Pantheeramkavu,919447349186.0,4.4,48.0,https://yosha.dialndial.com/,33,60000,"Compete with top vendors - upgrade your digital presence. With 48 reviews, you're ready to scale!",Tier 2 - Growth
Feather Touch Beauty Clinic & Stitching Centre,Beauty Parlour,Pathanamthitta,919895914436.0,4.4,44.0,https://www.feather-touch.in/,33,60000,"Compete with top vendors - upgrade your digital presence. With 44 reviews, you're ready to scale!",Tier 2 - Growth
"Balloons Unlimited Kollam ,party Store Kollam, Balloons Kollam",Balloon Store,Kollam,919747933065.0,4.2,29.0,https://balloonsunlimited.in/,33,60000,"Compete with top vendors - upgrade your digital presence. With 29 reviews, you're ready to scale!",Tier 2 - Growth
Flower Valley Flower Mart,Florist,Thodupuzha,919605553611.0,4.4,48.0,https://www.rectopages.com/flower-valley-flower-mart-lql424iy4tie,33,60000,"Compete with top vendors - upgrade your digital presence. With 48 reviews, you're ready to scale!",Tier 2 - Growth
Malliyoor Vigneswara Catering & Devakeeyam Ootupura,Restaurant,Kochi,,4.2,52.0,https://www.malliyoorvigneswaracatering.in/,30,60000,"Compete with top vendors - upgrade your digital presence. With 52 reviews, you're ready to scale!",Tier 2 - Growth
Pearl Wedding Village,Convention Center,Thrissur,,4.3,53.0,https://eventmanagementkerala.com/,30,60000,"Compete with top vendors - upgrade your digital presence. With 53 reviews, you're ready to scale!",Tier 2 - Growth
P3 RENTALS,Wedding Service,Kakkanad,,4.4,67.0,http://www.p3rentals.com/,28,60000,"Compete with top vendors - upgrade your digital presence. With 67 reviews, you're ready to scale!",Tier 2 - Growth
Geethas Residency,,,,4.1,58.0,http://www.geethasresidency.com/,28,60000,"Compete with top vendors - upgrade your digital presence. With 58 reviews, you're ready to scale!",Tier 2 - Growth
Infinity Beauty Parlour,Beauty Parlour,Alappuzha,,4.2,26.0,https://blackkingdom.in/business/index.php?id=885,23,60000,"Compete with top vendors - upgrade your digital presence. With 26 reviews, you're ready to scale!",Tier 2 - Growth
