name,category,city,phone,rating,reviews_count,website,instagram,facebook,digital_presence,instagram_followers,facebook_followers,opportunity_score,estimated_ltv,recommended_pitch,tier
Spicy Magic Catering And Events,Caterer,Muvattupuzha,919747172700.0,4.9,164.0,,,,none,,,93,292500,"You have 164 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
New Heaven Caterers,Caterer,Thrissur,919526123336.0,4.8,163.0,http://www.newheavencaterers.com/,,,full_website,,,55,225000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
WELLTREAT CATERERS | Catering Service Vadakkencherry,Caterer,,,4.9,163.0,,,,none,,,83,292500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Nikunjam Catering Event,Caterer,Thiruvananthapuram,919446568245.0,4.5,162.0,https://nikunjamcaterers.com/,,,full_website,,,55,225000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Madrasa Hall,Banquet Hall,Kakkanad,,4.0,161.0,,,,none,,,73,702000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Royal Caterers & Events,Caterer,Kothamangalam,919961138648.0,4.8,160.0,https://eypas.com/royalcaters,,,full_website,,,53,225000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Hotel Kalavara,Caterer,Kochi,919747492201.0,4.2,160.0,http://www.vijayalekshmicatering.com/,,https://www.facebook.com/vijayalekshmicateringtripunithura,full_website,,,45,180000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Orange Events & Caterers LLP,Caterer,Parappanangadi,,4.9,155.0,https://www.orangecatering.in/,,,full_website,,,43,225000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
The Paparazzi Wedding Photography,Wedding Photographer,Kozhikode,919947228222.0,4.5,155.0,https://www.thepaparazziwedding.com/,https://www.instagram.com/thepaparazziwedding/,https://www.facebook.com/thepaparazziwedding,full_website,,,55,337500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Ruchi Caterers,Caterer,Kozhikode,,4.8,153.0,,,,none,,,85,292500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Prime Weddings And Events - Wedding Event Management Trivandrum,Wedding Planner,Thiruvananthapuram,919745640788.0,4.8,153.0,http://www.primeweddingsandevents.com/,,,full_website,,,55,1125000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Karma Caterers & Events,Caterer,Varapuzha,918089459358.0,5.0,150.0,,,,none,,,93,292500,"You have 150 happy clients with a 5.0 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Kairali Caterers,Caterer,Kochi,919847727219.0,4.5,149.0,https://kairalicaterers.com/,,,full_website,,,55,225000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Honeycomb Wedding,Wedding Photographer,Kochi,,4.8,148.0,,,,none,,,85,438750,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Carreo Business Centre,Banquet Hall,Kochi,918589951100.0,4.5,146.0,http://www.carreobusiness.com/,,,full_website,,,55,675000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
"THE GEORGE,AC Banquet Hall/auditorium",Banquet Hall,Kochi,919746921155.0,4.6,144.0,,https://www.instagram.com/thegeorge_banquet_hall/,,social_only,,,85,877500,"You have 144 happy clients with a 4.6 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Munnar 360 Planners,Photographer,Kannan Devan Hills,,5.0,141.0,https://www.munnar360planners.com/,,,full_website,,,43,337500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Narayaneeyam Wedding Planner Guruvayur,Wedding Planner,Guruvayur,919778271414.0,5.0,141.0,https://narayaneeyamweddingplannersguruvayur.com/,,,full_website,,,53,1125000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Grace Caterers,Caterer,Kochi,919447458149.0,4.6,133.0,http://www.gracecaterers.com/,,,full_website,,,55,225000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Yacobian Hall,Wedding Venue,Ernakulam,914842430361.0,4.3,132.0,,,,none,,,83,702000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Padippura Catering Services,Caterer,Thiruvananthapuram,919447165080.0,4.5,132.0,,,,none,,,95,292500,"You have 132 happy clients with a 4.5 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Guruvayur Wedding Halls,Wedding Venue,Guruvayur,,5.0,132.0,http://www.guruvayurweddinghalls.com/,,,full_website,,,43,675000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
One Touch Events -kochi Wedding Planners & Decorators | Kochi Event Planners,Event Planner,Kochi,919567654089.0,4.7,132.0,,https://www.instagram.com/onetoucheventplanners/,,social_only,,,85,1462500,"You have 132 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Ambily's Kitchen Homely Catering,Caterer,Muttil North,916282645929.0,4.9,129.0,,,,none,,,93,292500,"You have 129 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Good Taste Caterers | Catering Service Thiruvalla | Event Management Company In Thiruvalla Kottayam,Caterer,,918078201004.0,4.9,129.0,http://www.goodtastecaters.in/,,,full_website,,,53,225000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
LT Wedding Films,Wedding Photographer,Pathanamthitta,919037358394.0,4.9,126.0,,,,none,,,93,438750,"You have 126 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
4 Ever Events & Entertainments,Wedding Planner,Thiruvananthapuram,919946299997.0,4.9,125.0,http://www.directorcsvinayan.com/,,,full_website,,,55,1125000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
NKV KOHINOOR CATERING & EVENTS,Caterer,Kunnumpuram,918590887825.0,4.7,125.0,,https://www.instagram.com/kohinoorevents_?igsh=MTg0b200ZTNpYTZuYw%3D%3D,,social_only,,,83,292500,"You have 125 happy clients with a 4.7 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Carnival Decoration,Wedding Planner,Mezhuveli,919544851104.0,4.9,124.0,,,,none,,,93,1462500,"You have 124 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Excellent Event Management,Wedding Planner,,919544814223.0,4.8,122.0,http://www.excellent-event.com/,,,full_website,,,53,1125000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Imperial Insignia,Banquet Hall,Ernakulam,914844046868.0,4.2,120.0,http://www.imperialinsignia.com/,,https://www.facebook.com/imperialinsignia,full_website,,,43,540000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Eventique House,Wedding Planner,Kochi,919846990222.0,4.7,119.0,http://eventiquehouse.com/,,,full_website,,,55,1125000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Sri Bhadra Catering,Caterer,Thiruvananthapuram,919447253304.0,4.6,118.0,https://bhadracatering.com/,,,full_website,,,55,225000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Proyal Events & Caterers,Caterer,Thrissur,918943888916.0,4.5,118.0,,,,none,,,95,292500,"You have 118 happy clients with a 4.5 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Destination Wedby Vintage,Wedding Planner,Thodupuzha,,5.0,115.0,,,,none,,,83,1462500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Notebook Catering,Caterer,,917306939549.0,4.8,114.0,http://notebookcatering.com/,https://www.instagram.com/notebook_catering_service/,https://www.facebook.com/notebookcatering,full_website,,,53,225000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Team Orchid The Wedding Planners,Wedding Planner,Aikaranad South,919895174858.0,4.5,113.0,,,,none,,,93,1462500,"You have 113 happy clients with a 4.5 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
"Fairytale Weddings - Wedding Photography, Candid Photography,",Wedding Photographer,Palakkad,918714330556.0,4.9,110.0,https://fairytalemedia.net/,,,full_website,,,53,337500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Taza Catering,Caterer,Thiruvananthapuram,919995522122.0,4.9,108.0,https://tazacatering.in/,,,full_website,,,55,225000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
MARRYDAY CATERS & WEDDING PLANNERS KOCHI KERALA,Wedding Planner,Ernakulam,918921936942.0,5.0,108.0,,,,none,,,93,1462500,"You have 108 happy clients with a 5.0 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Pereppadan's Food Court Caterers & Events,Caterer,Chalakudy,919961520999.0,4.4,108.0,,,,none,,,83,234000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
KAKSONS CULINARY CREATIONS -kozhikode(events & Catering ),Caterer,Kozhikode,919746774447.0,5.0,107.0,http://kaksons.com/,,,full_website,,,55,225000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Sunnys Caterers And Events,Caterer,Ithithanam,918547920037.0,5.0,107.0,,,,none,,,93,292500,"You have 107 happy clients with a 5.0 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
ABJ Wedding Planner,Event Planner,Alappuzha,919447786723.0,4.9,106.0,,https://www.instagram.com/abj_wedding_planner/,,social_only,,,83,1462500,"You have 106 happy clients with a 4.9 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Opal Guruvayur Event Venue,Banquet Hall,Guruvayur,917994264770.0,4.8,106.0,https://www.opalguruvayur.com/,,,full_website,,,53,675000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Signature Events,Wedding Planner,Thiruvananthapuram,918606760653.0,5.0,103.0,,https://www.instagram.com/signature_events_kerala/,,social_only,,,85,1462500,"You have 103 happy clients with a 5.0 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding.",Tier 1 - Premium
Sreedevi Kalyana Mandapam,Wedding Venue,Kozhikode,919946700712.0,4.1,102.0,,,,none,,,85,702000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
CRYSTAL VISUAL MEDIA,Wedding Photographer,Palakkad,917012319070.0,4.7,102.0,https://www.palakkadweddingphotography.com/,https://www.instagram.com/crystalvisualmedia/,,full_website,,,53,337500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Red Apron,Wedding Planner,Taliparamba,917356464646.0,4.9,102.0,http://redapron.in/,,,full_website,,,53,1125000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Riftha La Banquet | Luxury Banquet Hall,Banquet Hall,Kannur,,4.2,101.0,https://rifthalabanquet.com/,,,full_website,,,33,540000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Merryget,Event Planner,Thodupuzha,,4.9,101.0,http://www.merryget.com/,,,full_website,,,43,1125000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Tamarind Weddings,Wedding Planner,Kochi,919605057722.0,4.8,101.0,http://www.tamarindweddings.com/,,https://www.facebook.com/TamarindEventsandWeddings,full_website,,,55,1125000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Divine Delicacies Caterer & Event Coordinator - A Kanichai Endeavour,Caterer,Chalakudy,,4.8,101.0,,,http://www.facebook.com/kanichaicaterer,social_only,,,73,292500,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
HYRA Wedding Events,Event Planner,Varapuzha,918547270069.0,4.9,100.0,https://hyraweddingevents.com/,,,full_website,,,53,1125000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Manna Caterers,Caterer,Ernakulam,919847853818.0,4.0,100.0,,https://www.instagram.com/manna__caterers?igsh=c3k3NWhjdWJoYm1m,,social_only,,,73,234000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
"PKC Caterers & Events Pathanapuram,kollam",Caterer,Pathanapuram,919447153106.0,4.7,100.0,http://www.pkcweddings.com/,,,full_website,,,53,225000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
Address Villa,Wedding Venue,Kasaragod,919895695634.0,4.3,100.0,,,,none,,,83,702000,Start your digital journey — get a free basic profile on itsmy.wedding and reach more customers.,Tier 3 - Entry
