name,category,city,phone,rating,reviews_count,website,opportunity_score,estimated_ltv,recommended_pitch,tier
Madonna Fashion Designers And Stitching Center,Fashion Designer,Thiruvananthapuram,919447657373.0,3.9,0.0,,60,65000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Sahaswara,Fashion Designer,Thiruvananthapuram,919074502704.0,5.0,0.0,,80,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Darshna Bridal And Design Studio,Fashion Designer,Thiruvananthapuram,,5.0,0.0,https://www.instagram.com/darshna.label,50,75000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Manyavar,Men's Clothing Store,Thiruvananthapuram,918037002322.0,4.5,0.0,https://stores.manyavar.com/manyavar-mens-clothing-mg-road-thiruvananthapuram-126972/Home,40,75000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Manyavar,Men's Clothing Store,Thiruvananthapuram,918037002380.0,4.9,0.0,https://stores.manyavar.com/manyavar-mens-clothing-kochuveli-thiruvananthapuram-136290/Home,40,75000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Fashion Frills,Tailor,Thiruvananthapuram,916238657634.0,4.6,0.0,,80,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
High Design Stitching Studio,Tailor,Thiruvananthapuram,919020509504.0,4.2,0.0,,70,78000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Hera Designs – Baptism Dresses & Aari Work & Tailoring In Trivandrum,Tailor,Thiruvananthapuram,917012781030.0,4.8,0.0,https://www.instagram.com/hera_styles_?igsh=MXJnYnhxOXlweHRvcw%3D%3D,60,75000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Elegant Stitching And Designing Centre,Custom Tailor,Thiruvananthapuram,919567183304.0,4.3,0.0,,70,78000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Fashion Weaves Designer Studio,Sewing Shop,Thiruvananthapuram,917736896789.0,4.0,0.0,,70,78000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
AL - MAS WEDDINGS EVENTS & WEDDING PLANNERS HIRE SERVICES,Event Management Company,Keezhthonnakkal,919744922932.0,4.9,740.0,http://www.almasweddings.in/,58,1200000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Teetee Caterers,Caterer,,919446221849.0,4.7,262.0,http://teeteecaterers.com/,58,300000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
GRANDIOSE CATERERS,Caterer,,,4.9,179.0,https://grandiosecaterers.com/,43,225000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
GRANDIOSE CATERERS,Caterer,,919495888282.0,4.9,179.0,https://grandiosecaterers.com/,53,225000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Big Kitchen Caterers | Best Catering Service In Kerala,Catering Food And Drink Supplier,,919895145450.0,4.8,1689.0,https://www.bigkitchencaterers.com/,58,150000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Big Kitchen Caterers | Best Catering Service In Kerala,Catering Food And Drink Supplier,,,4.8,1689.0,https://www.bigkitchencaterers.com/,48,150000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Big Kitchen Caterers | Best Catering Service In Kerala,Catering Food And Drink Supplier,,,4.8,1689.0,https://www.bigkitchencaterers.com/,48,150000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Delta Events,Event Management Company,,919633775535.0,4.9,1017.0,https://deltaevents.in/,58,1200000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Frenchfries Wedding & Event Management,Event Management Company,,918907567620.0,4.9,963.0,https://frenchfriesweddingcompany.com/,58,1200000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Starline Events,Event Management Company,,,5.0,141.0,http://www.starlineevents.com/,43,900000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Beyond The Decor By Cerin Antony,Event Planner,,919526325203.0,5.0,90.0,,88,975000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Beyond The Decor By Cerin Antony,Event Planner,,,5.0,90.0,,78,975000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Delite Events And Caterers,Event Planner,,919020533555.0,4.9,83.0,,88,975000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Shine Events - Wedding Planners - Wedding Stage Decorators,Wedding Planner,,919900144664.0,4.9,281.0,https://shineevents.co.in/,58,1500000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Excellent Event Management,Wedding Planner,,919544814223.0,4.8,122.0,http://www.excellent-event.com/,53,1125000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
PRAANA WEDDINGS,Wedding Planner,,919895969529.0,5.0,42.0,,83,975000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Happy Day Wedding Company,Wedding Service,,919846213301.0,4.9,82.0,http://www.instagram.com/happydayweddingcompany,68,75000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Red Rose Events,Wedding Service,,919447020960.0,5.0,37.0,,83,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Saffron Events And Catering Services,Wedding Service,,919544378707.0,4.7,31.0,http://saffroneventsandcatering.com/,43,75000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
IMAGECAFE Wedding&modeling,Wedding Photographer,,919995209144.0,5.0,291.0,,98,585000,"You have 291 happy clients with a 5.0 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
Happy Wedding Company,Wedding Photographer,,,4.9,82.0,,78,292500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Softphotoman Wedding Stories,Wedding Photographer,,,4.2,31.0,https://instagram.com/softphotoman_wedding_stories?igshid=YmMyMTA2M2Y%3D,43,180000,"Compete with top vendors - upgrade your digital presence. With 31 reviews, you're ready to scale!",Tier 2 - Growth
The Regal Avenue Convention Centre,Convention Center,,917736331113.0,4.3,381.0,http://www.theregalavenue.com/,48,120000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Wedland Convention Centre,Convention Center,,919895258477.0,4.1,317.0,https://shorturl.at/opnqo,48,120000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Valencia Galleria,Convention Center,,917510103055.0,4.5,188.0,http://www.valenciagalleria.com/,53,112500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Mascot Beach Resort,,,,4.1,5282.0,http://www.mascotbeachresort.com/,38,120000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Wayanad Silverwoods Resorts,,,,4.3,3535.0,https://www.wayanadsilverwoods.com/,38,120000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
"Adithya Restaurant, Bakers & Catering, Harippad",,,914792410719.0,0.0,3389.0,http://adithyarestaurant.in/,33,100000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Anokhi Boutique Kannur,Clothing Store,,919446287289.0,4.6,0.0,,78,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Elakshi Designer Studio,Clothing Store,,919895068005.0,4.9,0.0,https://trazi.store/linktree/cvf-40/,38,75000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Petal Design Hub,Clothing Store,,918281845231.0,4.3,0.0,,68,78000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Big Day Auditorium,Auditorium,,917592005050.0,4.3,0.0,,68,78000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Lijo Auditorium,Auditorium,,918891748416.0,4.0,0.0,,68,78000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
PKN Paradise Auditorium Paduppu,Auditorium,,919605177250.0,4.4,0.0,,68,78000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
MYBEE Beauty Studio,Beauty Parlour,,919495783333.0,4.9,1276.0,http://mybeebeautystudio.com/wp-content/uploads/2023/09/MYBEE-pricelist_1.pdf,58,150000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Yohan International Family Salon,Beauty Parlour,,918714581110.0,4.3,971.0,,88,156000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Lacyril's Family Beauty Spa & Salon,Beauty Parlour,,,4.9,830.0,https://sites.google.com/view/lacyrils/,48,150000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Zel Bespoke Makeovers,Make-up Artist,,919497098974.0,5.0,108.0,,93,146250,"You have 108 happy clients with a 5.0 rating, but no website! Let's showcase your work with a premium profile on itsmy.wedding",Tier 1 - Premium
LAKSHYA MAKEOVERS,Make-up Artist,,918921603844.0,4.9,84.0,https://lakshyamakeovers.in/,48,75000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Enn Makeovers,Make-up Artist,,917907874122.0,4.9,82.0,https://www.instagram.com/ennmakeovers/,68,75000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Jez Mehandi Designing Kollam,Mehndi Designer,,,5.0,63.0,https://instagram.com/jezz_mehandi?igshid=ZDdkNTZiNTM%3D,58,75000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Seenas Wedding Collections,Bridal Shop,,,4.2,6.0,,58,78000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Curves The Urban Boutique,Boutique,,918139026309.0,4.8,0.0,,78,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Minimal Designs,Boutique,,919446030731.0,5.0,0.0,,78,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Raanipink Boutique,Boutique,,919562279112.0,4.8,0.0,,78,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Signature Family Saloon,Health And Beauty Shop,,919061098940.0,4.9,48.0,,83,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Eleven Mens Wedding Studio,Wedding Dress Rental Service,,919633111114.0,4.9,0.0,,78,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Koyilatt Jewellery,Jewelry Store,,919961418003.0,4.8,0.0,http://koyilattgold.com/,38,75000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
"Mia By Tanishq - Lulu Mall, Ernakulam",Jewelry Store,,914844613846.0,4.9,0.0,https://www.miabytanishq.com/,38,75000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
"Kushal's Fashion Jewellery - Lulu Mall, Kochi",Jewelry Store,,919873564103.0,4.8,0.0,http://www.kushals.com/,38,75000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Usniyaz Bridal Studio,Costume Jewelry Shop,,919544456576.0,4.5,0.0,,78,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Athira Studio,Photography Studio,,919496079053.0,4.7,25.0,http://www.facebook.com/AthiraDigitalStudio,63,75000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
"Bridal Makeup Guruvayur, Thrissur, Kerala",Professional Organizer,,,5.0,0.0,https://makeoverbysini.com/,28,75000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
"Bridal Makeup Guruvayur, Thrissur, Kerala",Professional Organizer,,,5.0,0.0,https://makeoverbysini.com/,28,75000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
"Bridal Makeup Guruvayur, Thrissur, Kerala",Professional Organizer,,,5.0,0.0,https://makeoverbysini.com/,28,75000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Heaven Events,Party Equipment Rental Service,,919846826101.0,5.0,0.0,,78,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Decoral Shoppe,Interior Decorator,,917736856655.0,4.9,131.0,https://decoralshoppe.com/,53,180000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Decoral Shoppe,Interior Decorator,,,4.9,131.0,https://decoralshoppe.com/,43,180000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Decoral Shoppe,Interior Decorator,,,4.9,0.0,https://decoralshoppe.com/,28,120000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Twigs Advertising & Event Management,Advertising Agency,,919995229775.0,5.0,0.0,,78,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Memories Wild Stay,Tour Operator,,919747677772.0,4.8,0.0,,78,97500,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Partytime With Aladin,Party Planner,,919447149449.0,4.7,88.0,http://www.sherifmayika.com/,48,75000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
Partytime With Aladin,Party Planner,,,4.7,88.0,http://www.sherifmayika.com/,38,75000,Start your digital journey - Get a free basic profile on itsmy.wedding and reach more customers,Tier 3 - Entry
